Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,bias_err_compare,bias_err_test,inkap_x_inkap,inkap_x_reckap
105.0,3.5569802262618214e-07,4.512337217500091e-09,-0.015424836101353324,0.002022313660824148,0.04297325161147972,0.013251917097560026,4.5035721875704833e-07,-2.174604238184017e-07
255.0,1.4743196792011326e-07,1.0436131808512747e-09,-0.008334265685023878,0.0004138020711128565,0.019472623886673663,0.00588379045182634,1.0220513192895163e-07,-7.401059430604814e-08
405.0,1.3301783009427135e-07,1.2577249342197394e-09,-0.0035672439230543924,0.0016486891010019837,0.03873382661411234,0.012181123791747068,4.9238009472402266e-08,-3.9985071514344256e-08
555.0,1.234677525596549e-07,9.930166217527862e-10,-0.010365826764829125,0.0025824408421615255,0.04840141518261007,0.015483663987639666,2.7711986944552495e-08,-2.3844216799908227e-08
705.0,1.2290752062639999e-07,1.185904625800115e-09,-0.020517581376281502,0.007438307568188145,0.08240198727725426,0.02546016616103224,1.848520179571038e-08,-1.6310532378123802e-08
855.0,1.1901237600484493e-07,9.963655414613772e-10,-0.019573430688405467,0.009885997391933903,0.094793606792984,0.030002824918847933,1.333369512808606e-08,-1.1838456593393427e-08
1005.0,1.2219513761256074e-07,9.552086053827416e-10,-0.011202301684180837,0.014694334329821453,0.11586591672233412,0.03562897236680546,1.0064179311190601e-08,-9.108784869464699e-09
1155.0,1.2304391980425775e-07,9.055230939254359e-10,-0.015283702210676785,0.020007828035813482,0.13547883729292637,0.04066094786856629,7.85484600230545e-09,-7.24574210782496e-09
1305.0,1.260827347607748e-07,8.828990589170856e-10,-0.03022290909973973,0.02961058229133954,0.16475088357462916,0.04967623831087179,6.341061499102498e-09,-5.8293835803574634e-09
1455.0,1.269077216586388e-07,9.02526478199384e-10,-0.024831806849764583,0.04211157314967796,0.1955558090209222,0.062205294853819114,5.191826671396082e-09,-4.895022675584396e-09
1605.0,1.3320194353949792e-07,8.083542564829268e-10,-0.041765277617307354,0.048183701759555775,0.20930099394801271,0.06615735553912142,4.370631364892544e-09,-4.108538002376499e-09
1755.0,1.422455134639763e-07,8.38641874385349e-10,-0.0034348436769033115,0.0654209668275951,0.244627383309405,0.07468875526334973,3.748364869364811e-09,-3.5847317816771773e-09
1905.0,1.540651186099601e-07,9.069085367052158e-10,-0.022119710362380193,0.10798253112524357,0.3134592481605049,0.09861962719405597,3.2308189633409446e-09,-3.0573665716631595e-09
2055.0,1.6439702170182488e-07,8.970578796185553e-10,0.03427935830039136,0.1296281990047478,0.34395744144421425,0.10640243173864831,2.821861753670429e-09,-2.712849770241017e-09
2205.0,1.899918570746551e-07,1.0174550524144573e-09,0.001568114934504055,0.20697976183618408,0.43422521847365775,0.13575058555191707,2.4656127889949925e-09,-2.4036018643781237e-09
2355.0,2.381474444167899e-07,1.3949019519991506e-09,0.028651641383302368,0.5031682738221902,0.6776235390281391,0.20974892890589492,2.2121153180254064e-09,-2.133936444435341e-09
2505.0,2.940722021222635e-07,1.5216403966405268e-09,-0.1300975987587097,0.7304132832482843,0.8154925748159868,0.25570518897409217,1.9859713839055546e-09,-1.925007839010176e-09
2655.0,3.393204107551298e-07,1.7969095336671581e-09,0.07609655082555088,1.2829361920216464,1.0806705318397862,0.3392453295695604,1.7944482283998244e-09,-1.7273562606853812e-09
2805.0,3.978907357154174e-07,1.975880686346744e-09,-0.01965034429051898,2.0306081740738975,1.3593464374267146,0.42753413563035636,1.6246771918971248e-09,-1.536734435775643e-09
2955.0,3.2887394556132225e-07,1.414530155969444e-09,0.07479191793766081,2.476811628259437,1.5064342730078015,0.4554859046851982,1.4817808755774113e-09,-1.1795680591016065e-09
