Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,bias_err_compare,bias_err_test,inkap_x_inkap,inkap_x_reckap
130.0,4.906034864609237e-07,2.6652826882072936e-09,-0.0035806939411760063,0.0011024616990428062,0.031666592523772095,0.00998441870997946,1.1817938369006733e-07,9.973367740408443e-08
330.0,4.5453081624063346e-07,3.5414050078465622e-09,-0.007819297108628233,0.006839398506742804,0.07901292776506143,0.024420396244450786,5.096958450921483e-08,4.7796298851482824e-08
530.0,4.463701031773534e-07,2.2811773750745457e-09,-0.016417801741200284,0.00964393741957495,0.09373736705911077,0.02927871985590364,2.6902644985989326e-08,2.5587075036797136e-08
730.0,4.6351885032743527e-07,2.0576359486117e-09,-0.02447127031422979,0.017914799951269576,0.128055163914636,0.038944511116013214,1.6814895031045887e-08,1.6437387802804577e-08
930.0,4.7429617850164225e-07,1.943281783808898e-09,-0.004169998898693753,0.03262773213799319,0.17273915955351335,0.05281017794648152,1.1515358968700458e-08,1.1381807315522192e-08
1130.0,4.991926842086803e-07,1.8098030093481948e-09,0.00721663656301186,0.058926445667425956,0.2320428951039729,0.07129193852878875,8.41631884879907e-09,8.102006838903521e-09
1330.0,5.529013017848351e-07,2.1220738574210743e-09,-0.053217485347548346,0.15162165467392072,0.37171861326068545,0.11596088663628648,6.455485769903924e-09,6.070683029391196e-09
1530.0,6.415065348759203e-07,2.571535287063786e-09,0.014366596010179169,0.3170791980979688,0.5366984379416756,0.17039361727756802,5.1583788751341656e-09,4.971502899789036e-09
1730.0,7.729100124966182e-07,2.7039174897417138e-09,0.05351363835948254,0.514927404663469,0.6869726661009444,0.20735467367201896,4.218020663262584e-09,4.074565843984102e-09
1930.0,9.37776624852667e-07,2.8258090125717125e-09,-0.04577812027383425,0.76896425009975,0.8359967848280044,0.26471423433013436,3.543819113869654e-09,3.4610260849039914e-09
2130.0,1.0751516571680905e-06,3.4089085621595603e-09,-0.12191077180475246,1.75777752069488,1.26634449765643,0.3926183056737976,3.018029605096946e-09,2.8503191463348424e-09
2330.0,1.1664574136370033e-06,3.965663205299101e-09,0.08917506255914116,2.6999961427477066,1.567319155403949,0.4934640897284816,2.6133011368206045e-09,2.5714253549831067e-09
2530.0,1.2253220704958666e-06,3.858900099752098e-09,-0.10803384170888326,3.7207468233535175,1.8428788057721548,0.5696880993923897,2.299539254018786e-09,2.1943393635887476e-09
2730.0,1.2684724687465737e-06,4.4866528315028346e-09,-0.24793492384748078,5.877731604146521,2.31258519140687,0.7277920971212685,2.033512516660308e-09,1.9862585870855084e-09
2930.0,1.3221369263530282e-06,4.602095376139606e-09,-0.3347432230640805,10.283070775060716,3.0633711363905003,0.9480654280113227,1.818871877212376e-09,1.6530235981903185e-09
3130.0,1.3696079642260435e-06,5.558716510129948e-09,-0.4429484813691631,13.4117969181133,3.490500691297161,1.108242681982309,1.6386333511971152e-09,1.6154156788011169e-09
3330.0,1.4065043783955366e-06,6.02307426491684e-09,-0.9637470841716036,24.826861196205662,4.760660184829267,1.4707058852085364,1.4928998041857035e-09,1.374329435102985e-09
3530.0,1.3976312136721287e-06,6.383110866240366e-09,-0.15977031520569415,25.90318273914556,4.85746525384369,1.519280766299238,1.3603669581984366e-09,1.3370245443884334e-09
3730.0,1.330412998154909e-06,7.253908741168989e-09,0.48220202264776935,48.119102711332566,6.628545543607292,2.0448683790543773,1.2461406608441798e-09,1.1677784457462907e-09
3930.0,1.0306920879448957e-06,5.970566532834028e-09,-0.25568952817410473,58.36078393452319,7.300444182423588,2.2503996698010686,1.1521604823560603e-09,9.707102521087869e-10
