Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,bias_err_compare,bias_err_test,inkap_x_inkap,inkap_x_reckap
130.0,2.50387380241337e-07,2.8486376713904e-09,-0.028568680657624163,0.0011830972499123527,0.032867004789530176,0.010141856145565913,3.259402858460868e-07,-1.6807671974940085e-07
330.0,9.246543715387317e-08,7.515397927725596e-10,-0.022959845549308844,0.00039460906149231084,0.018952696353282852,0.005950156504880336,6.842487635426297e-08,-5.2089177352394086e-08
530.0,7.060714148104804e-08,6.029992750375816e-10,-0.025241524621267206,0.0009017746907038591,0.028595456216440062,0.009169218858633395,3.050015579262339e-08,-2.5360680864671077e-08
730.0,6.07726753067997e-08,5.626302301865158e-10,-0.02612595938405327,0.0020612639961957676,0.04344460546309487,0.013184470120251129,1.743673187059856e-08,-1.5027133596274546e-08
930.0,5.429536481659677e-08,5.10737138904324e-10,-0.01597367778215363,0.003645006066735466,0.057577925111105425,0.018160082781623024,1.1519097295092455e-08,-1.0108342243848605e-08
1130.0,4.928653765823439e-08,3.7534468223727735e-10,-0.02877630343816975,0.003628438910205996,0.05761696397899543,0.017570554119012285,8.195135722480369e-09,-7.306645278007157e-09
1330.0,4.520325358291123e-08,3.540268041402566e-10,-0.04087400619922417,0.005632681546500484,0.07152621644028628,0.022730638095702558,6.120647071337707e-09,-5.504072109657724e-09
1530.0,4.1720512448248066e-08,2.941364234541834e-10,-0.032720025935251,0.0060071704968271255,0.07388110527507813,0.02342547289085,4.763623553474237e-09,-4.354882369113764e-09
1730.0,3.874623294306944e-08,2.8095570076320145e-10,-0.022743278896154722,0.007980251274047927,0.08552883464755005,0.025788945652739818,3.837428221315774e-09,-3.5504449195044878e-09
1930.0,3.6169198055890134e-08,2.461408908237959e-10,-0.01628608552725924,0.00894656992617539,0.0903379561786869,0.028028977855659234,3.1616907487624322e-09,-2.935056378413017e-09
2130.0,3.423171484747721e-08,2.0252643961826004e-10,-0.027409888138409434,0.008270857838488277,0.08711975658348833,0.02609608881273243,2.6345826203920248e-09,-2.474790547792148e-09
2330.0,3.279386940141066e-08,2.1416330994646826e-10,-0.02803483267822573,0.01233003763013948,0.10657846992525469,0.03116195402299197,2.2465289028439034e-09,-2.124681321009799e-09
2530.0,3.210046344243321e-08,1.6150416066782378e-10,-0.004510133147291735,0.009410597323708705,0.09264724541790269,0.028759089696713574,1.953733598716132e-09,-1.8454754593642986e-09
2730.0,3.2900567391629146e-08,1.777674156653289e-10,-0.06028255119909046,0.013894036319669237,0.11279604184548077,0.03422118150592976,1.7053852509232105e-09,-1.6394206485724657e-09
2930.0,3.4946379351815266e-08,1.7980232893061395e-10,-0.04557917653876322,0.017426516550660413,0.12638229993788,0.038131755966282765,1.5040041587695208e-09,-1.4627801142145113e-09
3130.0,3.932302918415291e-08,1.894162656500936e-10,-0.018693228685321965,0.023664184502228715,0.147440697281676,0.04387966826813858,1.3317529478214418e-09,-1.3080121569867794e-09
3330.0,4.990833013630635e-08,2.3987617250893e-10,-0.005430248412989905,0.04657576880923448,0.20638963159087068,0.06308001887300894,1.194516348338613e-09,-1.1782722955886123e-09
3530.0,6.219554800819376e-08,3.081718843463508e-10,-0.03250361869779133,0.09321808497929299,0.29297464039211835,0.085929884594371,1.078628679411433e-09,-1.0651664375650088e-09
3730.0,7.058181415622718e-08,3.6417394130865884e-10,-0.08352300633993581,0.1513539584669613,0.372058351694057,0.1136949488836803,9.740215032374027e-10,-9.764121540393459e-10
3930.0,6.290556977960368e-08,3.349733033485572e-10,-0.03700278402733775,0.31195477712806197,0.5354039425155562,0.15905154971537092,8.834146613592178e-10,-7.434411859484804e-10
