Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,bias_err_compare,bias_err_test,inkap_x_inkap,inkap_x_reckap
105.0,3.5603912026020623e-07,4.006307144544498e-09,0.004243367162305906,0.0016759746224114767,0.03898407137799076,0.012498671977742208,1.3878960619916989e-07,1.1942822997317668e-07
255.0,1.5436517251031814e-07,1.0557989991806304e-09,0.007665228697046834,0.0003624579056389305,0.01814396235951033,0.005766674564738569,6.856161393077063e-08,6.316333768724974e-08
405.0,1.359344556135612e-07,1.3096220871857298e-09,-0.0010116555478117003,0.001528453863150236,0.03737133852729281,0.011482025946178474,3.946671194121806e-08,3.718939744303845e-08
555.0,1.2699366035300912e-07,1.0257397909672336e-09,-0.00407045557529138,0.002300422576905505,0.0457601464440261,0.014367726832272054,2.5166598881787275e-08,2.375128781189167e-08
705.0,1.258752892017247e-07,1.0418095888442992e-09,0.006156644315075759,0.004669354467176245,0.06530189200681615,0.020125043292037084,1.7765680761445657e-08,1.683535272501401e-08
855.0,1.2163292268078303e-07,9.407762024031577e-10,0.016343290197958008,0.006867677948298563,0.07914336237510307,0.02457653637642387,1.308486878374511e-08,1.2471554786965966e-08
1005.0,1.2423766837117875e-07,1.0207731642299992e-09,0.00721683463458363,0.012945105306806237,0.10884591024235349,0.03313115045270484,1.0194152847517303e-08,9.777642063751976e-09
1155.0,1.2401257535910225e-07,8.821853148213998e-10,0.0053931576560266314,0.015818590649721666,0.12018442455762914,0.037071481538687126,8.12405467886605e-09,7.722221183152605e-09
1305.0,1.2747567145926602e-07,8.589529578847578e-10,0.014491770594210175,0.022764796624037516,0.1443829117533698,0.04379921708953412,6.648621420582496e-09,6.289159282742278e-09
1455.0,1.2696543288405478e-07,8.303028559048193e-10,-0.020587710985225383,0.02803431130418434,0.16006443329249564,0.049129303871890476,5.594956015758932e-09,5.3872754756237325e-09
1605.0,1.3373138291338112e-07,7.713221534695201e-10,0.004409955635298566,0.033430125081486545,0.17528494803641745,0.052012614559902526,4.771966979369621e-09,4.582413812336973e-09
1755.0,1.4028887455398447e-07,7.687980674717302e-10,0.027262195657205425,0.04750674758515966,0.20842164890118864,0.0637743197099688,4.115963346473803e-09,3.8964622863242386e-09
1905.0,1.524004188672543e-07,8.456114605152536e-10,0.052504274343678936,0.0676362016660996,0.24853011485934798,0.07660929234824516,3.6258038886014334e-09,3.5123523369080463e-09
2055.0,1.6190536106836626e-07,9.143625177015531e-10,-0.03417996169858724,0.10972612580334855,0.3169419019801676,0.0963013840634827,3.1919906851695273e-09,3.0345911376393275e-09
2205.0,1.8612452369541264e-07,7.757899767820964e-10,-0.029636978256713565,0.09920613270511815,0.30193895039859353,0.08966048704593227,2.8526241701474894e-09,2.7072900705411872e-09
2355.0,2.327505080485668e-07,1.1731641092872127e-09,0.03156317017619137,0.2608064576275896,0.4872765945547754,0.15286588248098607,2.5711358109036626e-09,2.4880214316648542e-09
2505.0,2.8669976141507984e-07,1.4229701103738172e-09,0.04854108247034049,0.5092533967687772,0.682267199982975,0.20920053679703682,2.3320884846985333e-09,2.2054293739694385e-09
2655.0,3.274687998483999e-07,1.6217908977652025e-09,-0.03387142646586556,0.7420996231517124,0.8243186814734782,0.2501965917544422,2.1263425595960556e-09,2.0453445319749057e-09
2805.0,3.8698526959140856e-07,1.599164383842507e-09,-0.21008924070539609,0.7601420127657139,0.8329489906916628,0.2575616269389798,1.949633359921446e-09,1.934700860957558e-09
2955.0,3.229563472245602e-07,1.1292701817590946e-09,-0.037214054257879756,1.276590350212908,1.0758690094633165,0.34510320874968703,1.7970030813015424e-09,1.3733892459010214e-09
