Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,inkap_x_inkap,inkap_x_reckap
130.0,4.3144200643694574e-10,4.165007459318856e-12,0.0010012408904048838,1.2714694104885058e-09,1.1817938369006733e-07,-1.8058698002914567e-09
330.0,1.479510545252252e-10,1.6249630144065514e-12,0.0011242201114226222,1.0239099221795772e-09,5.096958450921483e-08,-6.88659320199875e-10
530.0,1.1721133603700646e-10,1.2390184095082083e-12,0.001407056188771871,2.1363563511822304e-09,2.6902644985989326e-08,-3.5505169740538563e-10
730.0,9.362334177422613e-11,1.056739691421645e-12,0.0016456133340023145,3.968688156493944e-09,1.6814895031045887e-08,-2.1110286026779202e-10
930.0,7.080571214524318e-11,7.586369092312597e-13,0.0016354288813028826,4.357416163354073e-09,1.1515358968700458e-08,-1.4227853626356524e-10
1130.0,5.2331724506191756e-11,5.426588320959463e-13,0.0015707518580807239,4.173499042821886e-09,8.41631884879907e-09,-9.780400328488632e-11
1330.0,3.744790215161653e-11,4.0674974262317186e-13,0.0013582193484882818,3.982421670697443e-09,6.455485769903924e-09,-6.91382866140952e-11
1530.0,2.6445289599563347e-11,2.661918363216672e-13,0.0011333426808928363,2.6741296669945142e-09,5.1583788751341656e-09,-4.985065391933648e-11
1730.0,1.846317070792335e-11,1.969081750652998e-13,0.0008907955361367188,2.1856666586736576e-09,4.218020663262584e-09,-3.6100112339807376e-11
1930.0,1.2957230697250669e-11,1.3765494818187466e-13,0.000666120705290536,1.5134983154988243e-09,3.543819113869654e-09,-2.5268392236173787e-11
2130.0,9.15882128699831e-12,9.35807144347045e-14,0.0004645756436756428,9.645277301483333e-10,3.018029605096946e-09,-1.801215472076528e-11
2330.0,6.67983998053056e-12,6.688521238806963e-14,0.00032614676529681456,6.574604587158513e-10,2.6133011368206045e-09,-1.1893475906317046e-11
2530.0,5.009827957709634e-12,4.846709101849422e-14,0.00019903129229473387,4.459480525898091e-10,2.299539254018786e-09,-7.354105300150417e-12
2730.0,4.049671165514895e-12,3.3514806024505806e-14,0.00011245619615965503,2.7308198674790145e-10,2.033512516660308e-09,-3.81401517739856e-12
2930.0,3.567988378045342e-12,2.640288369971397e-14,7.934170182052563e-05,2.12405128752421e-10,1.818871877212376e-09,-3.102123931185338e-13
3130.0,3.613574682975094e-12,2.4946563436056176e-14,0.00014085392282436638,2.334022210907785e-10,1.6386333511971152e-09,3.110420586197289e-12
3330.0,4.833491109583012e-12,4.3687843995169525e-14,0.00045500156423472417,8.589662753088252e-10,1.4928998041857035e-09,7.400947217303168e-12
3530.0,7.201475255485727e-12,8.4138284887237e-14,0.001230925553716116,3.8311166202680125e-09,1.3603669581984366e-09,1.1883727129396813e-11
3730.0,1.0326325195348476e-11,1.467029048968603e-13,0.0023999643518130727,1.3871775082405504e-08,1.2461406608441798e-09,1.5774568547070104e-11
3930.0,1.1535160374022812e-11,1.7077015800540558e-13,0.0031294571259691544,2.1982622246586787e-08,1.1521604823560603e-09,1.5523904082409594e-11
